ID	protein_product	biological_class	mRNA_expression	protein_expression	length	GC
VNG_6066C	rhodanese domain protein / beta-lactamase domainprotein	Function unknown	NA	NA	1110	0.6558558558558558
VNG_6068C	major facilitator superfamily transport protein	Function unknown	NA	NA	1266	0.6469194312796208
VNG_6070H	uncharacterized protein	Function unknown	NA	NA	150	0.58
VNG_6071C	TSUP family transport protein	Function unknown	NA	NA	993	0.6545820745216515
VNG_6072C	TrmB family transcription regulator	Function unknown	NA	NA	405	0.5802469135802469
VNG_6073G	thioredoxin	Function unknown	NA	NA	360	0.6388888888888888
VNG_6076H	XerC/D-like integrase	Function unknown	NA	NA	1119	0.6309204647006256
VNG_6077H	uncharacterized protein	Function unknown	NA	NA	252	0.5793650793650794
VNG_6078H	uncharacterized protein	Function unknown	NA	NA	381	0.5091863517060368
VNG_6080H	uncharacterized protein	Function unknown	NA	NA	111	0.5135135135135135
VNG_6081G	isopentenyl-diphosphate delta-isomerase, typeII	Function unknown	NA	NA	1083	0.6204986149584487
VNG_6082H	TrmB family transcription regulator	Function unknown	NA	NA	654	0.5443425076452599
VNG_6083H	uncharacterized protein	Function unknown	NA	NA	558	0.5519713261648745
VNG_6085H	uncharacterized protein	Function unknown	NA	NA	420	0.5380952380952381
VNG_6086G	ParA domain protein	Function unknown	NA	NA	939	0.5654952076677316
VNG_6087C	DUF1814 family protein	Function unknown	NA	NA	804	0.5497512437810945
VNG_6088C	DUF4095 family protein	Function unknown	NA	NA	831	0.6389891696750902
VNG_6090C	TRAM domain protein	Function unknown	NA	NA	438	0.5593607305936074
VNG_6091G	Orc1-type DNA replication protein	Function unknown	NA	NA	1029	0.5811467444120505
VNG_6095C	UPF0361 family protein	Function unknown	NA	NA	690	0.6101449275362318
VNG_6097C	DUF262/DUF1524 domain protein	Function unknown	NA	NA	1398	0.5050071530758226
VNG_6099H	uncharacterized protein	Function unknown	NA	NA	696	0.5287356321839081
VNG_6101H	uncharacterized protein	Function unknown	NA	NA	903	0.5647840531561462
VNG_6102H	uncharacterized protein	Function unknown	NA	NA	1761	0.5900056785917093
VNG_6103H	uncharacterized protein	Function unknown	NA	NA	486	0.6152263374485597
VNG_6105H	uncharacterized protein	Function unknown	NA	NA	270	0.5851851851851851
VNG_6109H	spurious ORF	Function unknown	NA	NA	189	0.47619047619047616
VNG_6112H	XerC/D-like integrase	Function unknown	NA	NA	1242	0.6409017713365539
VNG_6113H	uncharacterized protein	Function unknown	NA	NA	606	0.5924092409240924
VNG_6115H	uncharacterized protein	Function unknown	NA	NA	312	0.5641025641025641
VNG_6116H	HTH domain protein	Function unknown	NA	NA	582	0.6099656357388317
VNG_6117H	uncharacterized protein	Function unknown	NA	NA	102	0.5490196078431373
VNG_6120H	uncharacterized protein	Function unknown	NA	NA	339	0.5958702064896755
VNG_6121H	uncharacterized protein	Function unknown	NA	NA	462	0.5800865800865801
VNG_6123G	ParA domain protein	Function unknown	NA	NA	774	0.6356589147286822
VNG_6125H	uncharacterized protein	Function unknown	NA	NA	297	0.5757575757575758
VNG_6126H	PadR family transcription regulator	Function unknown	NA	NA	282	0.5567375886524822
VNG_6127H	DUF2800 family protein	Function unknown	NA	NA	975	0.5887179487179487
VNG_6128H	uncharacterized protein	Function unknown	NA	NA	465	0.5741935483870968
VNG_6129C	DUF790 family protein	Function unknown	NA	NA	1350	0.5718518518518518
VNG_6130G	DNA repair helicase Rad25	Function unknown	NA	NA	1410	0.5815602836879432
VNG_6131H	uncharacterized protein	Function unknown	NA	NA	477	0.5681341719077568
VNG_6132G	plasmid replication protein RepI	Function unknown	NA	NA	3387	0.6276941245940361
VNG_6133H	spurious ORF	Function unknown	NA	NA	177	0.4971751412429379
VNG_6134H	uncharacterized protein	Function unknown	NA	NA	192	0.453125
VNG_6139G	ATP-dependent helicase	Function unknown	NA	NA	2940	0.5857142857142857
VNG_6140G	TATA-binding transcription initiation factor	Function unknown	NA	NA	546	0.5347985347985348
VNG_6142C	uncharacterized protein	Function unknown	NA	NA	885	0.6237288135593221
VNG_6143H	uncharacterized protein	Function unknown	NA	NA	3819	0.631578947368421
VNG_6144G	uncharacterized protein	Function unknown	NA	NA	2226	0.6311769991015274
VNG_6145H	uncharacterized protein	Function unknown	NA	NA	1122	0.6283422459893048
VNG_6148H	ISH8-type transposase ISH32	Mobilome: prophages, transposons	NA	NA	1335	0.5385767790262173
VNG_6149H	uncharacterized protein	Function unknown	NA	NA	2508	0.5027910685805422
VNG_6153G	ParA domain protein	Function unknown	2.722231010866178	1.7083241419049036	903	0.6223698781838317
VNG_6155H	uncharacterized protein	Function unknown	3.0108121592277235	2.110856433934718	462	0.5865800865800865
VNG_6157H	uncharacterized protein	Function unknown	NA	NA	372	0.46774193548387094
VNG_6159H	uncharacterized protein	Function unknown	NA	NA	132	0.553030303030303
VNG_6165H	uncharacterized protein	Function unknown	NA	NA	324	0.5771604938271605
VNG_6166H	homolog to endonuclease VapC	Function unknown	NA	NA	435	0.5816091954022988
VNG_6168H	homolog to antitoxin VapB	Function unknown	NA	NA	252	0.5476190476190477
VNG_6170H	spurious ORF	Function unknown	NA	NA	387	0.5736434108527132
VNG_6171H	uncharacterized protein	Function unknown	2.3312399647468744	2.5532627238166126	603	0.5406301824212272
VNG_6173C	Smc-like protein Sph2	Function unknown	2.7728914806437324	2.494715701386143	2004	0.5444111776447106
VNG_6175G	TrkA domain protein	Function unknown	2.301967524316803	2.5988317504706884	705	0.5375886524822695
VNG_6176G	potassium-transporting ATPase subunit A	Function unknown	NA	NA	1749	0.6014865637507147
VNG_6177G	potassium-transporting ATPase subunit B	Function unknown	NA	NA	2160	0.6152777777777778
VNG_6178G	potassium-transporting ATPase subunit C	Function unknown	NA	NA	651	0.6129032258064516
VNG_6179G	UspA domain protein KdpQ	Function unknown	2.1812231845379775	2.7450337423162945	819	0.6092796092796092
VNG_6180H	uncharacterized protein	Function unknown	NA	NA	360	0.5777777777777777
VNG_6181H	IS1341-type transposase ISH35	Mobilome: prophages, transposons	NA	NA	1236	0.6156957928802589
VNG_6182H	IS200-type transposase ISH35	Mobilome: prophages, transposons	3.89650532912516	NA	390	0.5794871794871795
VNG_6183C	DHH/RecJ family phosphoesterase	Function unknown	NA	NA	1077	0.5366759517177344
VNG_6184G	UspA domain protein	Function unknown	1.9509594905748449	1.3916937170666464	1098	0.5601092896174863
VNG_6185H	uncharacterized protein	Function unknown	NA	NA	180	0.5444444444444444
VNG_6188H	uncharacterized protein	Function unknown	NA	NA	324	0.6111111111111112
VNG_6193H	CopG domain protein	Function unknown	NA	NA	279	0.6272401433691757
VNG_6194H	uncharacterized protein	Function unknown	NA	NA	153	0.46405228758169936
VNG_6195H	small CPxCG-related zinc finger protein	Function unknown	NA	NA	282	0.5638297872340425
VNG_6199G	AAA-type ATPase (CDC48 subfamily)	Function unknown	1.9773633539175777	3.0923411012260806	2214	0.6327913279132791
VNG_6201G	Hsp20-type molecular chaperone	Function unknown	4.112432332119315	NA	372	0.6102150537634409
VNG_6203H	uncharacterized protein	Function unknown	NA	NA	351	0.5299145299145299
VNG_6204H	spurious ORF	Function unknown	NA	NA	369	0.6422764227642277
VNG_6205C	UspA domain protein	Function unknown	3.3333659533007443	3.13846368708043	420	0.6642857142857143
VNG_6206H	uncharacterized protein	Function unknown	1.8537077571671658	NA	774	0.6356589147286822
VNG_6208C	stomatin family protein	Function unknown	3.101855237520932	2.9548219107258267	888	0.6081081081081081
VNG_6209H	homolog to HGPV8-ORF82	Function unknown	NA	NA	144	0.625
VNG_6210G	diaminobutyrate--2-oxoglutarateaminotransferase	Function unknown	3.0016276483056847	2.3543513699354843	1359	0.6946284032376747
VNG_6211G	diaminobutyrate decarboxylase	Function unknown	2.536357358724059	1.4546806150046572	1575	0.707936507936508
VNG_6212G	siderophore biosynthesis protein IucA	Function unknown	2.4425928522884033	1.6511731496288362	1824	0.7220394736842105
VNG_6213G	probable N4-hydroxy-1-aminopropaneO-acetyltransferase	Function unknown	NA	NA	711	0.7018284106891702
VNG_6214G	probable 1,3-diaminopropane N-3-monooxygenase	Function unknown	2.7711875078975146	1.685764736385531	1434	0.6910739191073919
VNG_6216G	siderophore biosynthesis protein IucC	Function unknown	2.660743846235544	2.5471227795820908	1827	0.662287903667214
VNG_6218G	TrkA domain protein	Function unknown	2.31452763905492	2.8622068763821695	654	0.6987767584097859
VNG_6220G	transport protein (probable substrate cationicamino acids)	Function unknown	NA	NA	1464	0.6577868852459017
VNG_6221H	IS1341-type transposase HsIRS6	Mobilome: prophages, transposons	NA	NA	1260	0.6253968253968254
VNG_6222H	spurious ORF	Function unknown	NA	NA	570	0.5543859649122806
VNG_6223C	TrkA domain protein	Function unknown	3.2386335988111514	2.9603312870014693	654	0.6712538226299695
VNG_6224H	uncharacterized protein	Function unknown	NA	NA	351	0.5612535612535613
VNG_6225C	ParA domain protein	Function unknown	2.638297468974744	3.0818236968085406	993	0.6364551863041289
VNG_6226H	uncharacterized protein	Function unknown	2.608235816247261	2.4292596467527914	399	0.6867167919799498
VNG_6229G	gas-vesicle-associated protein GvpL	Function unknown	NA	NA	840	0.6726190476190477
VNG_6230G	gas-vesicle operon protein GvpK	Function unknown	NA	NA	360	0.6694444444444444
VNG_6232G	gas-vesicle-associated protein GvpJ	Function unknown	NA	NA	297	0.6632996632996633
VNG_6233G	gas-vesicle operon protein GvpI	Function unknown	NA	NA	342	0.7017543859649122
VNG_6235G	gas-vesicle operon protein GvpH	Function unknown	NA	NA	492	0.6686991869918699
VNG_6236G	gas-vesicle-associated protein GvpG	Function unknown	NA	NA	252	0.6071428571428571
VNG_6237G	gas-vesicle-associated protein GvpF	Function unknown	1.921841609969774	1.505171545568209	654	0.654434250764526
VNG_6239G	PadR family transcription activator GvpE	Function unknown	NA	NA	582	0.6391752577319587
VNG_6240G	regulatory protein GvpD	Function unknown	NA	NA	1479	0.6619337390128465
VNG_6241G	gas-vesicle major structural protein GvpA	Function unknown	NA	NA	240	0.6333333333333333
VNG_6242G	gas-vesicle minor protein GvpC	Function unknown	NA	NA	858	0.675990675990676
VNG_6244G	gas-vesicle operon protein GvpN	Function unknown	NA	NA	1035	0.6705314009661836
VNG_6246G	gas-vesicle operon protein GvpO	Function unknown	2.788112678672735	2.927031648993715	336	0.6934523809523809
VNG_6247G	TrkA domain protein	Function unknown	2.39839059756026	2.492317940413463	699	0.6838340486409156
VNG_6250G	transport protein (probable substratephosphate/sulfate)	Function unknown	NA	NA	1194	0.6934673366834171
VNG_6251H	DUF2078 family protein	Function unknown	3.4451193826125466	1.7895228399764553	315	0.6730158730158731
VNG_6254C	homolog to autoinducer-2-degrading protein lsrG	Function unknown	2.4149081207717664	3.027040866411792	306	0.6470588235294118
VNG_6255C	uncharacterized protein	Function unknown	2.747579014937141	2.1007932563014244	270	0.6888888888888889
VNG_6256G	lipoate--protein ligase domain protein	Function unknown	2.963625133757326	2.2277103753215166	747	0.6746987951807228
VNG_6258C	amidohydrolase domain protein	Function unknown	2.134476247608674	2.8211625409929333	1020	0.6901960784313725
VNG_6260G	FtsZ family protein, noncanonical	Function unknown	2.9951720545294425	3.157548476583966	1086	0.6887661141804788
VNG_6261G	SNF family transport protein	Function unknown	2.2883127907303407	NA	1392	0.6681034482758621
VNG_6262G	ABC-type transport system permease protein(probable substrate zinc)	Function unknown	NA	NA	1005	0.6378109452736318
VNG_6264G	ABC-type transport system ATP-binding protein(probable substrate zinc)	Function unknown	NA	NA	762	0.6666666666666666
VNG_6265G	ABC-type transport system periplasmicsubstrate-binding protein (probable substrate zinc)	Function unknown	NA	NA	1050	0.6342857142857142
VNG_6266H	uncharacterized protein	Function unknown	NA	NA	435	0.5540229885057472
VNG_6268C	OPT family transport protein	Function unknown	2.815822039175881	2.9148347782776427	1968	0.6514227642276422
VNG_6269C	uncharacterized protein	Function unknown	2.711740462323979	2.0001817120962273	348	0.6494252873563219
VNG_6270G	glycerol dehydrogenase	Function unknown	3.9198638877832006	4.439706282040016	1098	0.6411657559198543
VNG_6272G	Orc1-type DNA replication protein	Function unknown	2.820322389538989	2.221445228246233	1446	0.6147994467496543
VNG_6275H	spurious ORF	Function unknown	NA	NA	402	0.6442786069651741
VNG_6276H	uncharacterized protein	Function unknown	NA	NA	165	0.6545454545454545
VNG_6277G	ABC-type transport system periplasmic substrate-binding protein (probable substrateglycerol-3-phosphate)	Function unknown	1.2735622061085208	3.3099453491474327	1392	0.6336206896551724
VNG_6279G	ABC-type transport system permease protein(probable substrate glycerol-3-phosphate)	Function unknown	NA	NA	894	0.6185682326621924
VNG_6280G	ABC-type transport system permease protein(probable substrate glycerol-3-phosphate)	Function unknown	1.3453185113795056	NA	864	0.6307870370370371
VNG_6281G	ABC-type transport system ATP-binding protein(probable substrate glycerol-3-phosphate)	Function unknown	1.3835583043113404	2.434849059159493	1140	0.6350877192982456
VNG_6283H	uncharacterized protein	Function unknown	NA	NA	906	0.6445916114790287
VNG_6286H	uncharacterized protein	Function unknown	NA	NA	213	0.6103286384976526
VNG_6287H	HTH domain protein	Function unknown	2.059960271287832	2.22534141404777	210	0.5095238095238095
VNG_6288C	CopG domain protein	Function unknown	2.595866663233816	2.416710437919523	279	0.6164874551971327
VNG_6291H	uncharacterized protein	Function unknown	NA	NA	243	0.48148148148148145
VNG_6292C	ISH14-type transposase HsIRS44	Mobilome: prophages, transposons	NA	NA	522	0.5268199233716475
VNG_6293C	DMT superfamily transport protein	Function unknown	NA	NA	939	0.6336528221512248
VNG_6294G	catalase-peroxidase	Function unknown	3.6136927098503944	4.556901480468673	2163	0.665742024965326
VNG_6296C	alpha/beta hydrolase fold protein	Function unknown	2.887611997270123	3.1942899517023853	972	0.6759259259259259
VNG_6297C	PQQ repeat protein	Function unknown	2.003445110592557	1.6306652788074651	1197	0.5430242272347535
VNG_6298C	3-oxoacid CoA-transferase	Function unknown	2.0569064960721617	2.081527230831111	1551	0.6537717601547389
VNG_6299G	HypE family protein	Function unknown	2.534737101080929	2.3513827425724263	1023	0.7028347996089932
VNG_6301G	alkaline phosphatase	Function unknown	2.378108772556784	2.508753432815301	1422	0.6828410689170182
VNG_6302C	DUF21/CBS domain protein	Function unknown	2.399261855930942	2.4177815260584747	1314	0.667427701674277
VNG_6303G	7-cyano-7-deazaguanine synthase	Function unknown	2.256914236901296	2.294803242602347	690	0.6594202898550725
VNG_6305C	7-carboxy-7-deazaguanine synthase	Function unknown	NA	NA	774	0.6627906976744186
VNG_6306C	6-carboxy-5,6,7,8-tetrahydropterin synthase	Function unknown	2.251942927376241	2.4389241843454226	453	0.673289183222958
VNG_6308G	SDF family transport protein (probable substrateglutamate/aspartate)	Function unknown	2.803967655918396	2.3505055223531763	1284	0.647196261682243
VNG_6309G	aspartate carbamoyltransferase catalyticsubunit	Function unknown	4.211600705287382	4.453392215693882	933	0.632368703108253
VNG_6311G	aspartate carbamoyltransferase regulatorysubunit	Function unknown	4.194931848374474	4.157554000338731	465	0.6129032258064516
VNG_6312G	arginine--tRNA ligase	Function unknown	3.7340474145003557	3.9197042212714646	1896	0.6239451476793249
VNG_6313G	arginine/ornithine antiporter	Function unknown	3.580557877955537	3.3417595199655086	1458	0.5864197530864198
